Device ID,X Position,Y Position,Region,Net_device id, connectivityType,latency
56,115.6461979097824,37.63021854698465,Hengshui,hengshui_man1,cellular,0.027755185317339462
57,118.27701189143106,39.789224986086694,Tangshan,tangshan_man1,cellular,0.02858342254173276
58,114.62927891413024,36.72395693525373,Handan,handan_man1,cellular,0.014813461548762518
59,119.58177272025196,39.95937318172462,Qinhuangdao,qhd_man1,cellular,0.011636447641923642
60,115.4493393983558,39.02078416236446,Baoding,baoding_man2,cellular,0.02249193629982554
61,114.681302570016,41.023514892166276,Zhangjiakou,zhangjiako_man2,cellular,0.016582149632738945
62,117.62433906257843,41.0934982712208,Chengde,chengde_man1,cellular,0.02884240463936212
63,116.81482791687469,39.44971768487067,Langfang,langfang_man1,cellular,0.027501410980833384
64,116.74989637016036,38.324181815198,Cangzhou,cangzhou_man1,cellular,0.013606984098510647
65,114.33209785628178,37.02190611716165,Xingtai,xingtai_man1,cellular,0.023248923693957715
66,116.52005648400907,39.8192908742489,Beijing,beijing_man1,cellular,0.014400853580045597
67,117.08538819108654,39.006161020976236,Tianjin,tianjin_man2,cellular,0.02863550990722949
68,114.47940107977158,38.07896474860872,Shijiazhuang,shijiangzhuang_man1,cellular,0.026465782986350488
69,115.67272695405295,37.82576657138728,Hengshui,hengshui_man2,cellular,0.01863600956795332
70,118.32021438225006,39.57035272755034,Tangshan,tangshan_man2,cellular,0.027430572932613632
71,114.33873819847379,36.6892507324081,Handan,handan_man1,cellular,0.012892787011457452
72,119.6446740142044,39.96533954721062,Qinhuangdao,qhd_man2,cellular,0.02177449582873838
73,115.484470879498,38.937072925152336,Baoding,baoding_man1,cellular,0.015588944390756272
74,114.81982048106748,40.58699603565663,Zhangjiakou,zhangjiako_man1,cellular,0.027433428843626977
75,117.78154946777889,41.138998756824826,Chengde,chengde_man1,cellular,0.01247683013235705
76,116.8089906286732,39.462018293780325,Langfang,langfang_man1,cellular,0.02314141085341596
77,116.96334252462228,38.374610786617886,Cangzhou,cangzhou_man1,cellular,0.02467343325020256
78,114.61229068691348,36.929020994939684,Xingtai,xingtai_man1,cellular,0.01140107134021026
79,116.36604809366251,39.79721705627589,Beijing,beijing_man1,cellular,0.020294296440994935
80,117.27503381765732,38.92137413193626,Tianjin,tianjin_man2,cellular,0.022975629218932647
81,114.44716431784946,38.01955388089677,Shijiazhuang,shijiangzhuang_man1,cellular,0.017923675085536318
82,115.6129513462547,37.72336617400642,Hengshui,hengshui_man1,cellular,0.016856116013789176
83,118.38774198150637,39.74308009983517,Tangshan,tangshan_man1,cellular,0.018455372587787275
84,114.56238448746075,36.57023221549797,Handan,handan_man1,cellular,0.02995605014452684
85,119.5248349409196,39.97470784507547,Qinhuangdao,qhd_man1,cellular,0.017443005684054564
86,115.4680537549669,38.7418014273224,Baoding,baoding_man1,cellular,0.01631012394490449
87,114.88796599442827,40.563706835333036,Zhangjiakou,zhangjiako_man1,cellular,0.012539935013741654
88,118.10143866840669,40.91675137134956,Chengde,chengde_man1,cellular,0.022104474388846378
89,116.65209793477153,39.53583896239479,Langfang,langfang_man1,cellular,0.018969766119438985
90,116.73444217574635,38.369758235777,Cangzhou,cangzhou_man1,cellular,0.01405695831594742
91,114.50498422935028,36.86648932159993,Xingtai,xingtai_man1,cellular,0.029642724835190593
92,116.18863767868315,39.856969218087805,Beijing,beijing_man1,cellular,0.010922413592405254
93,117.31325058029535,38.9461496819574,Tianjin,tianjin_man2,cellular,0.02022834811853571
94,114.45877107034187,38.121759341864184,Shijiazhuang,shijiangzhuang_man1,cellular,0.015458378704654505
95,115.77199066089709,37.624141945811346,Hengshui,hengshui_man1,cellular,0.02823036749590483
96,118.12397511299399,39.56887073872816,Tangshan,tangshan_man2,cellular,0.024101987861408325
97,114.6155933843728,36.60339148797063,Handan,handan_man1,cellular,0.029217393299644658
98,119.43885295195699,39.85213561493618,Qinhuangdao,qhd_man1,cellular,0.028742011502859204
99,115.68925018624327,38.97929031150385,Baoding,baoding_man2,cellular,0.013487610629692488
100,114.57272899902495,40.83467638525903,Zhangjiakou,zhangjiako_man1,cellular,0.016997062728338546
101,117.92947481933284,40.84844970911942,Chengde,chengde_man1,cellular,0.01854415036737433
102,116.6294614405875,39.61149525075873,Langfang,langfang_man1,cellular,0.01982012663383157
103,116.89630911689338,38.31514163230835,Cangzhou,cangzhou_man1,cellular,0.013099675712725935
104,114.65018980524547,37.16620487895962,Xingtai,xingtai_man1,cellular,0.026341570239463583
105,116.27397296669349,39.78599020235579,Beijing,beijing_man1,cellular,0.0284960401641298
106,117.21734378216509,39.151517523875825,Tianjin,tianjin_man2,cellular,0.011750914428248764
107,114.69308427588723,38.16410516803435,Shijiazhuang,shijiangzhuang_man1,cellular,0.025312155870677748
108,115.67342634282872,37.80850299623084,Hengshui,hengshui_man2,cellular,0.023627727919325534
109,118.09777887135859,39.70440965795391,Tangshan,tangshan_man2,cellular,0.023747487534011725
110,114.37626620846487,36.48036945161534,Handan,handan_man1,cellular,0.02220225683446753
111,119.52776666203705,39.98671375122588,Qinhuangdao,qhd_man1,cellular,0.02362942248164181
112,115.69908272625382,38.72844270612318,Baoding,cangzhou_man2,cellular,0.010107662027090618
113,115.17903607640343,40.58981749259924,Zhangjiakou,zhangjiako_man1,cellular,0.016432131717582375
114,118.08126094815206,40.7276234147097,Chengde,chengde_man1,cellular,0.02464125702808953
115,116.56875861555751,39.54683603102997,Langfang,langfang_man1,cellular,0.010657030856067649
116,116.79038668080375,38.36174538437115,Cangzhou,cangzhou_man1,cellular,0.020557711357732954
117,114.635441693102,37.09681520733388,Xingtai,xingtai_man1,cellular,0.021767545383517023
118,116.30862581907894,40.024047765576555,Beijing,beijing_man2,cellular,0.0219610717780033
119,117.07692215799781,39.167576101008144,Tianjin,tianjin_man2,cellular,0.017363153690590164
120,114.40207947375742,38.211379558033784,Shijiazhuang,shijiangzhuang_man1,cellular,0.028745482536122927
121,115.6973169695288,37.66718640932569,Hengshui,hengshui_man1,cellular,0.011501630357808284
122,118.07414480758128,39.65870091754662,Tangshan,tangshan_man2,cellular,0.014869877448827597
123,114.71801558046408,36.643072983120895,Handan,handan_man2,cellular,0.023428593957649475
124,119.59633018468384,40.020941807931635,Qinhuangdao,qhd_man2,cellular,0.013965493063960072
125,115.6068399120016,39.01725240778373,Baoding,baoding_man2,cellular,0.015156878678047967
126,114.91551610007629,41.064153664650846,Zhangjiakou,zhangjiako_man2,cellular,0.01160508850459838
127,118.16131608626297,41.102615634323215,Chengde,chengde_man1,cellular,0.029374466209489046
128,116.66225589413199,39.64565020979904,Langfang,langfang_man1,cellular,0.01506003540289332
129,116.8583975185542,38.14868150831098,Cangzhou,cangzhou_man1,cellular,0.029380736674952154
130,114.34374448088046,37.16483936317487,Xingtai,xingtai_man1,cellular,0.020399201062848538
131,116.29341731760084,39.967107558852675,Beijing,beijing_man2,cellular,0.021801163995706408
132,117.39607216629571,38.98533759401416,Tianjin,tianjin_man2,cellular,0.026017665997579605
133,114.53566568153296,38.13589842466842,Shijiazhuang,shijiangzhuang_man1,cellular,0.011667325972935764
134,115.7720646571721,37.65213059805016,Hengshui,hengshui_man1,cellular,0.011611955355868673
135,118.09033354027994,39.6358326203782,Tangshan,tangshan_man2,cellular,0.019341763734984835
136,114.3421934793927,36.486338193324336,Handan,handan_man1,cellular,0.015542506698910134
137,119.39660816257691,39.89277736250374,Qinhuangdao,qhd_man1,cellular,0.016297805395830024
138,115.366025049417,38.8299259559238,Baoding,baoding_man1,cellular,0.01255675713378423
139,114.9007083212073,41.02331139395229,Zhangjiakou,zhangjiako_man2,cellular,0.02882754270523675
140,118.05944988452694,41.052928060594226,Chengde,chengde_man1,cellular,0.02191333061925409
141,116.76393014147342,39.544051803802084,Langfang,langfang_man1,cellular,0.017553711001489013
142,116.98440188238766,38.480914177531425,Cangzhou,cangzhou_man1,cellular,0.02478759903026491
143,114.48753912843446,37.049786418802476,Xingtai,xingtai_man1,cellular,0.01868282840550989
144,116.50680226789615,40.081463912998444,Beijing,beijing_man2,cellular,0.024002181991704032
145,117.38136897264204,39.07210893030409,Tianjin,tianjin_man2,cellular,0.018089607085756614
146,114.50798789634095,37.9035107607393,Shijiazhuang,shijiangzhuang_man1,cellular,0.010975995855739995
147,115.67052231281278,37.65227249722695,Hengshui,hengshui_man1,cellular,0.029710915317068556
148,118.02527560783932,39.642542660267154,Tangshan,tangshan_man2,cellular,0.019498063823024974
149,114.58913686057598,36.504346056627014,Handan,handan_man1,cellular,0.018808449526234845
150,119.54689654462992,39.794318550724476,Qinhuangdao,qhd_man1,cellular,0.026495736494342295
151,115.25036411746264,38.99372961839708,Baoding,baoding_man1,cellular,0.01220233132982575
152,114.6591665100643,40.89438331405087,Zhangjiakou,zhangjiako_man1,cellular,0.012182003720194803
153,118.03189647410588,41.26029633669469,Chengde,chengde_man1,cellular,0.01066506331452344
154,116.76548721933436,39.43734956479226,Langfang,langfang_man1,cellular,0.029446523796656854
155,117.03213096644929,38.316330331111914,Cangzhou,cangzhou_man1,cellular,0.022691251987263246
156,114.64604362898372,37.16640195065081,Xingtai,xingtai_man1,cellular,0.021525596902610265
157,116.55924084691046,39.756378691273405,Beijing,beijing_man1,cellular,0.01853019014556452
158,117.27556242799986,38.91100246270423,Tianjin,tianjin_man2,cellular,0.012085872946632804
159,114.75093079502966,37.98651832378755,Shijiazhuang,shijiangzhuang_man1,cellular,0.013705407034872406
160,115.64197063622632,37.61511769582483,Hengshui,hengshui_man1,cellular,0.019935898072037255
161,118.17045629899778,39.55928637864711,Tangshan,tangshan_man2,cellular,0.02257957591513241
162,114.5388289529076,36.49589172100831,Handan,handan_man1,cellular,0.016501895818085314
163,119.63747935983031,40.000167232163754,Qinhuangdao,qhd_man2,cellular,0.0254993379491026
164,115.43890116440932,38.76385418376485,Baoding,baoding_man1,cellular,0.015645322686714494
165,114.68245822125479,40.960287893711374,Zhangjiakou,zhangjiako_man2,cellular,0.023629613446931354
166,117.75532491979496,40.776622022669315,Chengde,chengde_man1,cellular,0.027847911575685766
167,116.66516443710384,39.562470151911874,Langfang,langfang_man1,cellular,0.020030418105343298
168,116.83583437217385,38.31923842856354,Cangzhou,cangzhou_man1,cellular,0.012545993770377128
169,114.41028280414231,36.91721497578655,Xingtai,xingtai_man1,cellular,0.025423075806766966
170,116.38003090437432,40.00394993270526,Beijing,beijing_man2,cellular,0.01957307211385384
171,117.01928803732658,38.997368315342435,Tianjin,tianjin_man2,cellular,0.024331553779948153
172,114.37143090015685,37.965457481476896,Shijiazhuang,shijiangzhuang_man1,cellular,0.012193756523208825
173,115.62565767981292,37.59910543551574,Hengshui,hengshui_man1,cellular,0.01907551397225462
174,117.9953429404419,39.69124794554168,Tangshan,tangshan_man2,cellular,0.016821497054046265
175,114.40863138561456,36.61053526652544,Handan,handan_man1,cellular,0.012954035169818285
176,119.63702104935793,39.95825804070542,Qinhuangdao,qhd_man2,cellular,0.01775785882823211
177,115.28812568728395,38.901087272181144,Baoding,baoding_man1,cellular,0.01272492020624411
178,115.03866525570493,40.5726362360163,Zhangjiakou,zhangjiako_man1,cellular,0.02653568097310592
179,118.0269434569828,40.76828930169412,Chengde,chengde_man1,cellular,0.01729853321023267
180,116.7116173143453,39.433172468368724,Langfang,langfang_man1,cellular,0.014868080038870114
181,116.9498557834877,38.36286882230818,Cangzhou,cangzhou_man1,cellular,0.012884291919874693
182,114.66556509149972,37.06661947059511,Xingtai,xingtai_man1,cellular,0.01578822312909679
183,116.57300481597761,40.042753240814676,Beijing,beijing_man2,cellular,0.023421753886514154
184,117.08228410186025,39.238849040090535,Tianjin,tianjin_man2,cellular,0.020111877826940513
185,114.57600511878393,37.97102171103917,Shijiazhuang,shijiangzhuang_man1,cellular,0.01307875878204611
186,115.56939535340804,37.803400369695275,Hengshui,hengshui_man2,cellular,0.023479203509781027
187,118.20310401345753,39.79886813563561,Tangshan,tangshan_man1,cellular,0.02930082359216294
188,114.61597213872852,36.52709149185895,Handan,handan_man1,cellular,0.024359885947037474
189,119.66384244569669,39.90244436386254,Qinhuangdao,qhd_man2,cellular,0.02005597502539963
190,115.67224351457001,38.904374844383916,Baoding,baoding_man2,cellular,0.024774825209450523
191,114.74637011131026,40.79429300722431,Zhangjiakou,zhangjiako_man1,cellular,0.017556977212728902
192,117.92393303867155,40.80818373145085,Chengde,chengde_man1,cellular,0.015148900992299218
193,116.64465710569812,39.52047528218659,Langfang,langfang_man1,cellular,0.028190495638024345
194,116.69313352738632,38.21538747593439,Cangzhou,cangzhou_man1,cellular,0.01252620382767802
195,114.48596634654761,36.94096174379894,Xingtai,xingtai_man1,cellular,0.02028467362417294
196,116.63689181998566,39.98195991152599,Beijing,beijing_man2,cellular,0.020027257151211907
197,117.33900373087819,39.112771229606686,Tianjin,tianjin_man2,cellular,0.018659903059218066
198,114.55349778332021,37.951876088160645,Shijiazhuang,shijiangzhuang_man1,cellular,0.015395484880554646
199,115.61104334330616,37.831097895117075,Hengshui,hengshui_man2,cellular,0.028901789826445652
200,118.22468650120439,39.82640420193014,Tangshan,tangshan_man1,cellular,0.011068280919310764
201,114.68039116564546,36.69943884251706,Handan,handan_man2,cellular,0.011552471704187628
202,119.69039965478865,39.820174065492814,Qinhuangdao,qhd_man1,cellular,0.01852973919160459
203,115.68713627962742,38.81476695482466,Baoding,cangzhou_man2,cellular,0.013831070021439573
204,114.92762764752302,40.80480368764074,Zhangjiakou,zhangjiako_man1,cellular,0.029683297075853037
205,118.1874152295743,40.83771808086498,Chengde,chengde_man1,cellular,0.016273189869588905
206,116.59384722569327,39.45735292692657,Langfang,langfang_man1,cellular,0.029361371271505385
207,117.09595289751385,38.351847747098624,Cangzhou,cangzhou_man1,cellular,0.026342543298417703
208,114.44254072664977,37.06476312339774,Xingtai,xingtai_man1,cellular,0.010416430752358676
209,116.48299139137133,39.74089338823059,Beijing,beijing_man1,cellular,0.028446994272655693
210,117.0898687211833,39.0128162420371,Tianjin,tianjin_man2,cellular,0.018477062497880364
211,114.54359453287437,37.97154154308402,Shijiazhuang,shijiangzhuang_man1,cellular,0.018031154732045734
212,115.77930014540834,37.616551974643,Hengshui,hengshui_man1,cellular,0.022579244919433326
213,118.06528671483426,39.53919674281918,Tangshan,tangshan_man2,cellular,0.02997509883634987
214,114.42705145438457,36.79511182954086,Handan,handan_man1,cellular,0.02348554009725734
215,119.47561515164698,39.99199682074579,Qinhuangdao,qhd_man1,cellular,0.01217338171442125
216,115.33481922256526,39.06260200132582,Baoding,baoding_man1,cellular,0.029384022502951537
217,114.73202902872833,40.8547502371979,Zhangjiakou,zhangjiako_man1,cellular,0.022982335424969746
218,118.22479343811032,40.940623422695836,Chengde,chengde_man1,cellular,0.012427753849871465
219,116.66922805852911,39.604858425159904,Langfang,langfang_man1,cellular,0.015601142749975282
220,116.71364644847205,38.407480422366895,Cangzhou,cangzhou_man1,cellular,0.02566028963176
221,114.64761439411237,37.031685418525555,Xingtai,xingtai_man1,cellular,0.028100448899329514
222,116.5070847954264,39.96735368835339,Beijing,beijing_man2,cellular,0.022511324685960184
223,117.17104561112096,39.05766707297227,Tianjin,tianjin_man2,cellular,0.029750834243612634
224,114.50581244174907,38.030487810329426,Shijiazhuang,shijiangzhuang_man1,cellular,0.01728995469249491
225,115.47431171427817,37.71701688432334,Hengshui,hengshui_man1,cellular,0.0228643283240149
226,118.07837291596245,39.683441720694475,Tangshan,tangshan_man2,cellular,0.019814398449207328
227,114.62678741871733,36.72640951141523,Handan,handan_man1,cellular,0.0251898666110949
228,119.68284429517243,39.8977536790362,Qinhuangdao,qhd_man2,cellular,0.028172220333938514
229,115.50211366962961,39.06961680125976,Baoding,baoding_man2,cellular,0.02695517912888932
230,115.11864976214031,40.5515490643243,Zhangjiakou,zhangjiako_man1,cellular,0.026092335494268593
231,118.17345456904748,40.826973153204044,Chengde,chengde_man1,cellular,0.02519259377285225
232,116.75924227271618,39.46634595851458,Langfang,langfang_man1,cellular,0.02383021083345218
233,116.92994094232436,38.37794939739754,Cangzhou,cangzhou_man1,cellular,0.017606681179595317
234,114.52568175977541,37.15597901930105,Xingtai,xingtai_man1,cellular,0.029933937028533135
235,116.26181191048923,39.83399482130441,Beijing,beijing_man1,cellular,0.020832072838713914
236,117.21896464081365,38.98013076400709,Tianjin,tianjin_man2,cellular,0.02469702713199949
237,114.45596502801631,37.8582401798122,Shijiazhuang,shijiangzhuang_man1,cellular,0.020697196602272733
238,115.75047678296797,37.83705194261845,Hengshui,hengshui_man2,cellular,0.0212521936286734
239,118.24609061511777,39.67708410377437,Tangshan,tangshan_man2,cellular,0.012573611232175833
240,114.67304323291224,36.7070987966408,Handan,handan_man1,cellular,0.02666973748931875
241,119.73059692512642,39.95960733996674,Qinhuangdao,qhd_man2,cellular,0.010883139798067957
242,115.30572492910751,38.98428006588693,Baoding,baoding_man1,cellular,0.020457819596505326
243,115.06412392941246,40.59554070580172,Zhangjiakou,zhangjiako_man1,cellular,0.02150059597784222
244,117.7396945959323,40.97629616653881,Chengde,chengde_man1,cellular,0.011695583933086817
245,116.52919754544364,39.54781516760685,Langfang,langfang_man1,cellular,0.027585632721967082
246,116.71010964072408,38.395643661973715,Cangzhou,cangzhou_man1,cellular,0.016652129925872637
247,114.39084152040506,37.10599103781099,Xingtai,xingtai_man1,cellular,0.01707263024470482
248,116.6003508271874,39.86763640681084,Beijing,beijing_man1,cellular,0.01695546327775888
249,117.26108022557584,39.01147594671415,Tianjin,tianjin_man2,cellular,0.012724619568157064
250,114.5955007291836,37.85790864109289,Shijiazhuang,shijiangzhuang_man1,cellular,0.02278907754501272
251,115.75349933796535,37.713353351019926,Hengshui,hengshui_man1,cellular,0.0277105332495632
252,118.43209782249716,39.58777453081164,Tangshan,tangshan_man2,cellular,0.017635536900983562
253,114.37707956032493,36.56229548896228,Handan,handan_man1,cellular,0.020801631994697187
254,119.37844293926109,39.87840382599218,Qinhuangdao,qhd_man1,cellular,0.01999456900075433
255,115.56839215589268,39.038297283185706,Baoding,baoding_man2,cellular,0.015522285914723773
256,114.67521903324523,40.51566563032022,Zhangjiakou,zhangjiako_man1,cellular,0.025328585322155456
257,117.78773233901016,41.074283503754614,Chengde,chengde_man1,cellular,0.02226443347201841
258,116.6363706693109,39.57543704619064,Langfang,langfang_man1,cellular,0.018094448614620923
259,116.72957832053466,38.31554917945826,Cangzhou,cangzhou_man1,cellular,0.027128548295862344
260,114.55715108427253,37.2165365722955,Xingtai,xingtai_man1,cellular,0.011782521666211654
261,116.5797614707535,39.85403416961681,Beijing,beijing_man1,cellular,0.017043801238477294
262,117.11024839052104,39.12431433691482,Tianjin,tianjin_man2,cellular,0.024890821619371103
263,114.59510365847174,38.11566959744554,Shijiazhuang,shijiangzhuang_man1,cellular,0.018815891046111925
264,115.8323447988877,37.809207307411036,Hengshui,hengshui_man2,cellular,0.016014250327375
265,118.25587889448917,39.77556172103977,Tangshan,tangshan_man1,cellular,0.01673473920884972
266,114.57829823214217,36.79567541861998,Handan,handan_man1,cellular,0.012839673791536107
267,119.6729819103376,40.01721642250443,Qinhuangdao,qhd_man2,cellular,0.01614042510917764
268,115.35279655230046,38.82839051747016,Baoding,baoding_man1,cellular,0.02173283724881859
269,114.90266399894278,40.47414575192109,Zhangjiakou,zhangjiako_man1,cellular,0.021101437722910413
270,118.08620474613754,41.068461935464995,Chengde,chengde_man1,cellular,0.018521018961581613
271,116.61747496376378,39.45365911404691,Langfang,langfang_man1,cellular,0.025624040608402655
272,116.7864199034879,38.15086835592251,Cangzhou,cangzhou_man1,cellular,0.02156675097354509
273,114.72126029023264,36.992797564781135,Xingtai,xingtai_man1,cellular,0.027417335745406543
274,116.67201527361891,39.91129774507725,Beijing,beijing_man2,cellular,0.02765609452260978
275,117.2632061966381,39.17996629318191,Tianjin,tianjin_man2,cellular,0.029329998977884575
276,114.52462083271561,37.875784501202595,Shijiazhuang,shijiangzhuang_man1,cellular,0.014765696679843326
277,115.83929946354633,37.76880680361341,Hengshui,hengshui_man1,cellular,0.029608670319637785
278,118.19370166765866,39.560806739128076,Tangshan,tangshan_man2,cellular,0.026414402146960704
279,114.41947340637091,36.64976489217678,Handan,handan_man1,cellular,0.021874151335158656
280,119.58246334777168,40.05330567049393,Qinhuangdao,qhd_man2,cellular,0.01584836584672799
281,115.63602811325983,38.642945932293216,Baoding,cangzhou_man2,cellular,0.02825192597322069
282,114.86196187094436,40.48389058064546,Zhangjiakou,zhangjiako_man1,cellular,0.018366670662785092
283,117.84929999710285,40.99216575123085,Chengde,chengde_man1,cellular,0.013822590459365054
284,116.7591038814506,39.49321725864086,Langfang,langfang_man1,cellular,0.023093187793004302
285,116.79755054986202,38.43740365822471,Cangzhou,cangzhou_man1,cellular,0.02218263082702318
286,114.72367159462479,37.103334490404066,Xingtai,xingtai_man1,cellular,0.015678103419874204
287,116.46175105091497,39.71886924769662,Beijing,beijing_man1,cellular,0.02544607099722685
288,117.09905855681797,39.1670697150001,Tianjin,tianjin_man2,cellular,0.027819967325577864
289,114.51625922828951,37.877430606224614,Shijiazhuang,shijiangzhuang_man1,cellular,0.0278049789161244
290,115.8277132512754,37.68467238684226,Hengshui,hengshui_man1,cellular,0.012999551862843082
291,118.33343136118359,39.55399439861628,Tangshan,tangshan_man2,cellular,0.010446066678675767
292,114.54776625221673,36.608958798059895,Handan,handan_man1,cellular,0.018086059255218462
293,119.61526504877045,39.77903766621946,Qinhuangdao,qhd_man1,cellular,0.013148784330568142
294,115.41233730859229,38.89885171732741,Baoding,baoding_man1,cellular,0.02300253519854064
295,114.93488780286245,40.58687703414685,Zhangjiakou,zhangjiako_man1,cellular,0.020536869318177654
296,118.15207430215881,41.04046606763476,Chengde,chengde_man1,cellular,0.02372152161955187
297,116.74031241557799,39.463780145148995,Langfang,langfang_man1,cellular,0.020302310105028212
298,116.67590876273128,38.189909355317866,Cangzhou,cangzhou_man1,cellular,0.013617317894466168
299,114.41924500666848,37.0051109434825,Xingtai,xingtai_man1,cellular,0.028662650451035485
300,116.37262982256999,39.737493468340936,Beijing,beijing_man1,cellular,0.02355346545650587
301,117.2040633150758,39.23296002517801,Tianjin,tianjin_man2,cellular,0.022056542468665535
302,114.45228627363828,37.97296107646557,Shijiazhuang,shijiangzhuang_man1,cellular,0.018771517274499817
303,115.60791226002678,37.77653092351708,Hengshui,hengshui_man1,cellular,0.011147953866177767
304,118.42270168201533,39.64825352697935,Tangshan,tangshan_man2,cellular,0.010220605228750899
305,114.36225698271534,36.49014488818505,Handan,handan_man1,cellular,0.016428509838265506
306,119.62130039764513,39.986360412586144,Qinhuangdao,qhd_man2,cellular,0.016790021961581858
307,115.22696232926226,38.7624235775645,Baoding,baoding_man1,cellular,0.02722461329806434
