source_name,source_ID,destination_name,destination_ID,lantency,path,sub_path,tunnelId
beijing_man1,1,tianjin_edge3,19,50.6,beijing_man1-beijing_core1-tianjin_core1-tianjin_man1-tianjin_edge3,"[beijing_man1-beijing_core1],[beijing_core1-tianjin_core1],[tianjin_core1-tianjin_man1],[tianjin_man1-tianjin_edge3]",beijing_man1~tianjin_edge3
beijing_man1,1,tianjin_edge4,20,50.6,beijing_man1-beijing_core1-tianjin_core1-tianjin_man1-tianjin_edge4,"[beijing_man1-beijing_core1],[beijing_core1-tianjin_core1],[tianjin_core1-tianjin_man1],[tianjin_man1-tianjin_edge4]",beijing_man1~tianjin_edge4
beijing_man1,1,shijiangzhuang_cloud,24,70.9,beijing_man1-beijing_core2-shijiangzhuang_core-shijiangzhuang_cloud,"[beijing_man1-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-shijiangzhuang_cloud]",beijing_man1~shijiangzhuang_cloud
beijing_man1,1,baoding_cloud,36,113.4,beijing_man1-beijing_core1-tangshan_core-baoding_man2-baoding_cloud,"[beijing_man1-beijing_core1],[beijing_core1-tangshan_core],[tangshan_core-baoding_man2],[baoding_man2-baoding_cloud]",beijing_man1~baoding_cloud
beijing_man1,1,zhangjiako_cloud,39,68.3,beijing_man1-beijing_core1-zhangjiako_man1-zhangjiako_cloud,"[beijing_man1-beijing_core1],[beijing_core1-zhangjiako_man1],[zhangjiako_man1-zhangjiako_cloud]",beijing_man1~zhangjiako_cloud
beijing_man1,1,shijiangzhuang_edge1,48,80.9,beijing_man1-beijing_core2-shijiangzhuang_core-shijiangzhuang_man1-shijiangzhuang_edge1,"[beijing_man1-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-shijiangzhuang_man1],[shijiangzhuang_man1-shijiangzhuang_edge1]",beijing_man1~shijiangzhuang_edge1
beijing_man1,1,shijiangzhuang_edge2,49,80.9,beijing_man1-beijing_core2-shijiangzhuang_core-shijiangzhuang_man2-shijiangzhuang_edge2,"[beijing_man1-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-shijiangzhuang_man2],[shijiangzhuang_man2-shijiangzhuang_edge2]",beijing_man1~shijiangzhuang_edge2
beijing_man1,1,tangshan_edge1,50,53.5,beijing_man1-beijing_core1-tangshan_core-tangshan_man1-tangshan_edge1,"[beijing_man1-beijing_core1],[beijing_core1-tangshan_core],[tangshan_core-tangshan_man1],[tangshan_man1-tangshan_edge1]",beijing_man1~tangshan_edge1
beijing_man1,1,tangshan_edge2,51,53.5,beijing_man1-beijing_core1-tangshan_core-tangshan_man2-tangshan_edge2,"[beijing_man1-beijing_core1],[beijing_core1-tangshan_core],[tangshan_core-tangshan_man2],[tangshan_man2-tangshan_edge2]",beijing_man1~tangshan_edge2
beijing_man1,1,qhd_edge1,52,78.5,beijing_man1-beijing_core1-tangshan_core-qhd_man1-qhd_edge1,"[beijing_man1-beijing_core1],[beijing_core1-tangshan_core],[tangshan_core-qhd_man1],[qhd_man1-qhd_edge1]",beijing_man1~qhd_edge1
beijing_man1,1,qhd_edge2,53,84.2,beijing_man1-beijing_core1-tangshan_core-qhd_man2-qhd_edge2,"[beijing_man1-beijing_core1],[beijing_core1-tangshan_core],[tangshan_core-qhd_man2],[qhd_man2-qhd_edge2]",beijing_man1~qhd_edge2
beijing_man1,1,handan_edge1,54,111.9,beijing_man1-beijing_core2-shijiangzhuang_core-handan_man1-handan_edge1,"[beijing_man1-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-handan_man1],[handan_man1-handan_edge1]",beijing_man1~handan_edge1
beijing_man1,1,handan_edge2,55,111.9,beijing_man1-beijing_core2-shijiangzhuang_core-handan_man2-handan_edge2,"[beijing_man1-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-handan_man2],[handan_man2-handan_edge2]",beijing_man1~handan_edge2
beijing_man1,1,xingtai_edge1,56,100.9,beijing_man1-beijing_core2-shijiangzhuang_core-xingtai_man1-xingtai_edge1,"[beijing_man1-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-xingtai_man1],[xingtai_man1-xingtai_edge1]",beijing_man1~xingtai_edge1
beijing_man1,1,xingtai_edge2,57,100.9,beijing_man1-beijing_core2-shijiangzhuang_core-xingtai_man2-xingtai_edge2,"[beijing_man1-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-xingtai_man2],[xingtai_man2-xingtai_edge2]",beijing_man1~xingtai_edge2
beijing_man1,1,baoding_edge1,58,106,beijing_man1-beijing_core2-shijiangzhuang_core-baoding_man1-baoding_edge1,"[beijing_man1-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-baoding_man1],[baoding_man1-baoding_edge1]",beijing_man1~baoding_edge1
beijing_man1,1,baoding_edge2,59,103.4,beijing_man1-beijing_core1-tangshan_core-baoding_man2-baoding_edge2,"[beijing_man1-beijing_core1],[beijing_core1-tangshan_core],[tangshan_core-baoding_man2],[baoding_man2-baoding_edge2]",beijing_man1~baoding_edge2
beijing_man1,1,zhangjiako_edge1,60,58.3,beijing_man1-beijing_core1-zhangjiako_man1-zhangjiako_edge1,"[beijing_man1-beijing_core1],[beijing_core1-zhangjiako_man1],[zhangjiako_man1-zhangjiako_edge1]",beijing_man1~zhangjiako_edge1
beijing_man1,1,zhangjiako_edge2,61,58.3,beijing_man1-beijing_core2-zhangjiako_man2-zhangjiako_edge2,"[beijing_man1-beijing_core2],[beijing_core2-zhangjiako_man2],[zhangjiako_man2-zhangjiako_edge2]",beijing_man1~zhangjiako_edge2
beijing_man1,1,chengde_edge1,62,65.9,beijing_man1-beijing_core1-chengde_man1-chengde_edge1,"[beijing_man1-beijing_core1],[beijing_core1-chengde_man1],[chengde_man1-chengde_edge1]",beijing_man1~chengde_edge1
beijing_man1,1,chengde_edge2,63,65.9,beijing_man1-beijing_core1-chengde_man2-chengde_edge2,"[beijing_man1-beijing_core1],[beijing_core1-chengde_man2],[chengde_man2-chengde_edge2]",beijing_man1~chengde_edge2
beijing_man1,1,cangzhou_edge1,64,63.4,beijing_man1-beijing_core1-tianjin_core1-cangzhou_man1-cangzhou_edge1,"[beijing_man1-beijing_core1],[beijing_core1-tianjin_core1],[tianjin_core1-cangzhou_man1],[cangzhou_man1-cangzhou_edge1]",beijing_man1~cangzhou_edge1
beijing_man1,1,cangzhou_edge2,65,63.4,beijing_man1-beijing_core1-tianjin_core1-cangzhou_man2-cangzhou_edge2,"[beijing_man1-beijing_core1],[beijing_core1-tianjin_core1],[tianjin_core1-cangzhou_man2],[cangzhou_man2-cangzhou_edge2]",beijing_man1~cangzhou_edge2
beijing_man1,1,langfang_edge1,66,24.7,beijing_man1-beijing_core2-langfang_man1-langfang_edge1,"[beijing_man1-beijing_core2],[beijing_core2-langfang_man1],[langfang_man1-langfang_edge1]",beijing_man1~langfang_edge1
beijing_man1,1,langfang_edge2,67,24.7,beijing_man1-beijing_core1-langfang_man2-langfang_edge2,"[beijing_man1-beijing_core1],[beijing_core1-langfang_man2],[langfang_man2-langfang_edge2]",beijing_man1~langfang_edge2
beijing_man1,1,hengshui_edge1,68,100.7,beijing_man1-beijing_core2-shijiangzhuang_core-hengshui_man1-hengshui_edge1,"[beijing_man1-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-hengshui_man1],[hengshui_man1-hengshui_edge1]",beijing_man1~hengshui_edge1
beijing_man1,1,hengshui_edge2,69,100.7,beijing_man1-beijing_core2-shijiangzhuang_core-hengshui_man2-hengshui_edge2,"[beijing_man1-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-hengshui_man2],[hengshui_man2-hengshui_edge2]",beijing_man1~hengshui_edge2
beijing_man2,2,beijing_cloud1,5,11,beijing_man2-beijing_core1-beijing_cloud1,"[beijing_man2-beijing_core1],[beijing_core1-beijing_cloud1]",beijing_man2~beijing_cloud1
beijing_man2,2,beijing_cloud2,6,11,beijing_man2-beijing_core2-beijing_cloud2,"[beijing_man2-beijing_core2],[beijing_core2-beijing_cloud2]",beijing_man2~beijing_cloud2
beijing_man2,2,beijing_edge1,7,6,beijing_man2-beijing_edge1,[beijing_man2-beijing_edge1],beijing_man2~beijing_edge1
beijing_man2,2,beijing_edge2,8,1,beijing_man2-beijing_edge2,[beijing_man2-beijing_edge2],beijing_man2~beijing_edge2
beijing_man2,2,beijing_edge3,9,6,beijing_man2-beijing_edge3,[beijing_man2-beijing_edge3],beijing_man2~beijing_edge3
beijing_man2,2,beijing_edge4,10,6,beijing_man2-beijing_edge4,[beijing_man2-beijing_edge4],beijing_man2~beijing_edge4
beijing_man2,2,tianjin_cloud1,15,35.6,beijing_man2-beijing_core1-tianjin_core1-tianjin_cloud1,"[beijing_man2-beijing_core1],[beijing_core1-tianjin_core1],[tianjin_core1-tianjin_cloud1]",beijing_man2~tianjin_cloud1
beijing_man2,2,tianjin_cloud2,16,45.6,beijing_man2-beijing_core1-tianjin_core1-tianjin_cloud2,"[beijing_man2-beijing_core1],[beijing_core1-tianjin_core1],[tianjin_core1-tianjin_cloud2]",beijing_man2~tianjin_cloud2
beijing_man2,2,tianjin_edge1,17,45.6,beijing_man2-beijing_core1-tianjin_core1-tianjin_man1-tianjin_edge1,"[beijing_man2-beijing_core1],[beijing_core1-tianjin_core1],[tianjin_core1-tianjin_man1],[tianjin_man1-tianjin_edge1]",beijing_man2~tianjin_edge1
beijing_man2,2,tianjin_edge2,18,45.6,beijing_man2-beijing_core1-tianjin_core1-tianjin_man2-tianjin_edge2,"[beijing_man2-beijing_core1],[beijing_core1-tianjin_core1],[tianjin_core1-tianjin_man2],[tianjin_man2-tianjin_edge2]",beijing_man2~tianjin_edge2
beijing_man2,2,tianjin_edge3,19,50.6,beijing_man2-beijing_core1-tianjin_core1-tianjin_man2-tianjin_edge3,"[beijing_man2-beijing_core1],[beijing_core1-tianjin_core1],[tianjin_core1-tianjin_man2],[tianjin_man2-tianjin_edge3]",beijing_man2~tianjin_edge3
beijing_man2,2,tianjin_edge4,20,50.6,beijing_man2-beijing_core1-tianjin_core1-tianjin_man2-tianjin_edge4,"[beijing_man2-beijing_core1],[beijing_core1-tianjin_core1],[tianjin_core1-tianjin_man2],[tianjin_man2-tianjin_edge4]",beijing_man2~tianjin_edge4
beijing_man2,2,shijiangzhuang_cloud,24,70.9,beijing_man2-beijing_core2-shijiangzhuang_core-shijiangzhuang_cloud,"[beijing_man2-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-shijiangzhuang_cloud]",beijing_man2~shijiangzhuang_cloud
beijing_man2,2,baoding_cloud,36,113.4,beijing_man2-beijing_core1-tangshan_core-baoding_man2-baoding_cloud,"[beijing_man2-beijing_core1],[beijing_core1-tangshan_core],[tangshan_core-baoding_man2],[baoding_man2-baoding_cloud]",beijing_man2~baoding_cloud
beijing_man2,2,zhangjiako_cloud,39,68.3,beijing_man2-beijing_core2-zhangjiako_man2-zhangjiako_cloud,"[beijing_man2-beijing_core2],[beijing_core2-zhangjiako_man2],[zhangjiako_man2-zhangjiako_cloud]",beijing_man2~zhangjiako_cloud
beijing_man2,2,shijiangzhuang_edge1,48,80.9,beijing_man2-beijing_core2-shijiangzhuang_core-shijiangzhuang_man1-shijiangzhuang_edge1,"[beijing_man2-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-shijiangzhuang_man1],[shijiangzhuang_man1-shijiangzhuang_edge1]",beijing_man2~shijiangzhuang_edge1
beijing_man2,2,shijiangzhuang_edge2,49,80.9,beijing_man2-beijing_core2-shijiangzhuang_core-shijiangzhuang_man2-shijiangzhuang_edge2,"[beijing_man2-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-shijiangzhuang_man2],[shijiangzhuang_man2-shijiangzhuang_edge2]",beijing_man2~shijiangzhuang_edge2
beijing_man2,2,tangshan_edge1,50,53.5,beijing_man2-beijing_core1-tangshan_core-tangshan_man1-tangshan_edge1,"[beijing_man2-beijing_core1],[beijing_core1-tangshan_core],[tangshan_core-tangshan_man1],[tangshan_man1-tangshan_edge1]",beijing_man2~tangshan_edge1
beijing_man2,2,tangshan_edge2,51,53.5,beijing_man2-beijing_core1-tangshan_core-tangshan_man2-tangshan_edge2,"[beijing_man2-beijing_core1],[beijing_core1-tangshan_core],[tangshan_core-tangshan_man2],[tangshan_man2-tangshan_edge2]",beijing_man2~tangshan_edge2
beijing_man2,2,qhd_edge1,52,78.5,beijing_man2-beijing_core1-tangshan_core-qhd_man1-qhd_edge1,"[beijing_man2-beijing_core1],[beijing_core1-tangshan_core],[tangshan_core-qhd_man1],[qhd_man1-qhd_edge1]",beijing_man2~qhd_edge1
beijing_man2,2,qhd_edge2,53,84.2,beijing_man2-beijing_core1-tangshan_core-qhd_man2-qhd_edge2,"[beijing_man2-beijing_core1],[beijing_core1-tangshan_core],[tangshan_core-qhd_man2],[qhd_man2-qhd_edge2]",beijing_man2~qhd_edge2
beijing_man2,2,handan_edge1,54,111.9,beijing_man2-beijing_core2-shijiangzhuang_core-handan_man1-handan_edge1,"[beijing_man2-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-handan_man1],[handan_man1-handan_edge1]",beijing_man2~handan_edge1
beijing_man2,2,handan_edge2,55,111.9,beijing_man2-beijing_core2-shijiangzhuang_core-handan_man2-handan_edge2,"[beijing_man2-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-handan_man2],[handan_man2-handan_edge2]",beijing_man2~handan_edge2
beijing_man2,2,xingtai_edge1,56,100.9,beijing_man2-beijing_core2-shijiangzhuang_core-xingtai_man1-xingtai_edge1,"[beijing_man2-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-xingtai_man1],[xingtai_man1-xingtai_edge1]",beijing_man2~xingtai_edge1
beijing_man2,2,xingtai_edge2,57,100.9,beijing_man2-beijing_core2-shijiangzhuang_core-xingtai_man2-xingtai_edge2,"[beijing_man2-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-xingtai_man2],[xingtai_man2-xingtai_edge2]",beijing_man2~xingtai_edge2
beijing_man2,2,baoding_edge1,58,106,beijing_man2-beijing_core2-shijiangzhuang_core-baoding_man1-baoding_edge1,"[beijing_man2-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-baoding_man1],[baoding_man1-baoding_edge1]",beijing_man2~baoding_edge1
beijing_man2,2,baoding_edge2,59,103.4,beijing_man2-beijing_core1-tangshan_core-baoding_man2-baoding_edge2,"[beijing_man2-beijing_core1],[beijing_core1-tangshan_core],[tangshan_core-baoding_man2],[baoding_man2-baoding_edge2]",beijing_man2~baoding_edge2
beijing_man2,2,zhangjiako_edge1,60,58.3,beijing_man2-beijing_core2-zhangjiako_man1-zhangjiako_edge1,"[beijing_man2-beijing_core2],[beijing_core2-zhangjiako_man1],[zhangjiako_man1-zhangjiako_edge1]",beijing_man2~zhangjiako_edge1
beijing_man2,2,zhangjiako_edge2,61,58.3,beijing_man2-beijing_core2-zhangjiako_man2-zhangjiako_edge2,"[beijing_man2-beijing_core2],[beijing_core2-zhangjiako_man2],[zhangjiako_man2-zhangjiako_edge2]",beijing_man2~zhangjiako_edge2
beijing_man2,2,chengde_edge1,62,65.9,beijing_man2-beijing_core1-chengde_man1-chengde_edge1,"[beijing_man2-beijing_core1],[beijing_core1-chengde_man1],[chengde_man1-chengde_edge1]",beijing_man2~chengde_edge1
beijing_man2,2,chengde_edge2,63,65.9,beijing_man2-beijing_core2-chengde_man2-chengde_edge2,"[beijing_man2-beijing_core2],[beijing_core2-chengde_man2],[chengde_man2-chengde_edge2]",beijing_man2~chengde_edge2
beijing_man2,2,cangzhou_edge1,64,63.4,beijing_man2-beijing_core1-tianjin_core1-cangzhou_man1-cangzhou_edge1,"[beijing_man2-beijing_core1],[beijing_core1-tianjin_core1],[tianjin_core1-cangzhou_man1],[cangzhou_man1-cangzhou_edge1]",beijing_man2~cangzhou_edge1
beijing_man2,2,cangzhou_edge2,65,63.4,beijing_man2-beijing_core1-tianjin_core1-cangzhou_man2-cangzhou_edge2,"[beijing_man2-beijing_core1],[beijing_core1-tianjin_core1],[tianjin_core1-cangzhou_man2],[cangzhou_man2-cangzhou_edge2]",beijing_man2~cangzhou_edge2
beijing_man2,2,langfang_edge1,66,24.7,beijing_man2-beijing_core2-langfang_man1-langfang_edge1,"[beijing_man2-beijing_core2],[beijing_core2-langfang_man1],[langfang_man1-langfang_edge1]",beijing_man2~langfang_edge1
beijing_man2,2,langfang_edge2,67,24.7,beijing_man2-beijing_core1-langfang_man2-langfang_edge2,"[beijing_man2-beijing_core1],[beijing_core1-langfang_man2],[langfang_man2-langfang_edge2]",beijing_man2~langfang_edge2
beijing_man2,2,hengshui_edge1,68,100.7,beijing_man2-beijing_core2-shijiangzhuang_core-hengshui_man1-hengshui_edge1,"[beijing_man2-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-hengshui_man1],[hengshui_man1-hengshui_edge1]",beijing_man2~hengshui_edge1
beijing_man2,2,hengshui_edge2,69,100.7,beijing_man2-beijing_core2-shijiangzhuang_core-hengshui_man2-hengshui_edge2,"[beijing_man2-beijing_core2],[beijing_core2-shijiangzhuang_core],[shijiangzhuang_core-hengshui_man2],[hengshui_man2-hengshui_edge2]",beijing_man2~hengshui_edge2
tianjin_man1,3,beijing_cloud1,5,35.6,tianjin_man1-tianjin_core1-beijing_core1-beijing_cloud1,"[tianjin_man1-tianjin_core1],[tianjin_core1-beijing_core1],[beijing_core1-beijing_cloud1]",tianjin_man1~beijing_cloud1
tianjin_man1,3,beijing_cloud2,6,39.7,tianjin_man1-tianjin_core1-beijing_core2-beijing_cloud2,"[tianjin_man1-tianjin_core1],[tianjin_core1-beijing_core2],[beijing_core2-beijing_cloud2]",tianjin_man1~beijing_cloud2
tianjin_man1,3,beijing_edge1,7,45.6,tianjin_man1-tianjin_core1-beijing_core1-beijing_man1-beijing_edge1,"[tianjin_man1-tianjin_core1],[tianjin_core1-beijing_core1],[beijing_core1-beijing_man1],[beijing_man1-beijing_edge1]",tianjin_man1~beijing_edge1
tianjin_man1,3,beijing_edge2,8,45.6,tianjin_man1-tianjin_core1-beijing_core1-beijing_man2-beijing_edge2,"[tianjin_man1-tianjin_core1],[tianjin_core1-beijing_core1],[beijing_core1-beijing_man2],[beijing_man2-beijing_edge2]",tianjin_man1~beijing_edge2
tianjin_man1,3,beijing_edge3,9,50.6,tianjin_man1-tianjin_core1-beijing_core1-beijing_man1-beijing_edge3,"[tianjin_man1-tianjin_core1],[tianjin_core1-beijing_core1],[beijing_core1-beijing_man1],[beijing_man1-beijing_edge3]",tianjin_man1~beijing_edge3
tianjin_man1,3,beijing_edge4,10,50.6,tianjin_man1-tianjin_core1-beijing_core1-beijing_man1-beijing_edge4,"[tianjin_man1-tianjin_core1],[tianjin_core1-beijing_core1],[beijing_core1-beijing_man1],[beijing_man1-beijing_edge4]",tianjin_man1~beijing_edge4
tianjin_man1,3,tianjin_cloud1,15,11,tianjin_man1-tianjin_core1-tianjin_cloud1,"[tianjin_man1-tianjin_core1],[tianjin_core1-tianjin_cloud1]",tianjin_man1~tianjin_cloud1
tianjin_man1,3,tianjin_cloud2,16,11,tianjin_man1-tianjin_core2-tianjin_cloud2,"[tianjin_man1-tianjin_core2],[tianjin_core2-tianjin_cloud2]",tianjin_man1~tianjin_cloud2
tianjin_man1,3,tianjin_edge1,17,1,tianjin_man1-tianjin_edge1,[tianjin_man1-tianjin_edge1],tianjin_man1~tianjin_edge1
tianjin_man1,3,tianjin_edge2,18,6,tianjin_man1-tianjin_edge2,[tianjin_man1-tianjin_edge2],tianjin_man1~tianjin_edge2
tianjin_man1,3,tianjin_edge3,19,6,tianjin_man1-tianjin_edge3,[tianjin_man1-tianjin_edge3],tianjin_man1~tianjin_edge3
tianjin_man1,3,tianjin_edge4,20,6,tianjin_man1-tianjin_edge4,[tianjin_man1-tianjin_edge4],tianjin_man1~tianjin_edge4
tianjin_man1,3,shijiangzhuang_cloud,24,84.9,tianjin_man1-tianjin_core1-shijiangzhuang_core-shijiangzhuang_cloud,"[tianjin_man1-tianjin_core1],[tianjin_core1-shijiangzhuang_core],[shijiangzhuang_core-shijiangzhuang_cloud]",tianjin_man1~shijiangzhuang_cloud
tianjin_man1,3,baoding_cloud,36,100.9,tianjin_man1-tianjin_core1-tangshan_core-baoding_man2-baoding_cloud,"[tianjin_man1-tianjin_core1],[tianjin_core1-tangshan_core],[tangshan_core-baoding_man2],[baoding_man2-baoding_cloud]",tianjin_man1~baoding_cloud
tianjin_man1,3,zhangjiako_cloud,39,93,tianjin_man1-tianjin_core1-beijing_core1-zhangjiako_man1-zhangjiako_cloud,"[tianjin_man1-tianjin_core1],[tianjin_core1-beijing_core1],[beijing_core1-zhangjiako_man1],[zhangjiako_man1-zhangjiako_cloud]",tianjin_man1~zhangjiako_cloud
tianjin_man1,3,shijiangzhuang_edge1,48,94.9,tianjin_man1-tianjin_core1-shijiangzhuang_core-shijiangzhuang_man1-shijiangzhuang_edge1,"[tianjin_man1-tianjin_core1],[tianjin_core1-shijiangzhuang_core],[shijiangzhuang_core-shijiangzhuang_man1],[shijiangzhuang_man1-shijiangzhuang_edge1]",tianjin_man1~shijiangzhuang_edge1
tianjin_man1,3,shijiangzhuang_edge2,49,94.9,tianjin_man1-tianjin_core1-shijiangzhuang_core-shijiangzhuang_man2-shijiangzhuang_edge2,"[tianjin_man1-tianjin_core1],[tianjin_core1-shijiangzhuang_core],[shijiangzhuang_core-shijiangzhuang_man2],[shijiangzhuang_man2-shijiangzhuang_edge2]",tianjin_man1~shijiangzhuang_edge2
tianjin_man1,3,tangshan_edge1,50,41,tianjin_man1-tianjin_core1-tangshan_core-tangshan_man1-tangshan_edge1,"[tianjin_man1-tianjin_core1],[tianjin_core1-tangshan_core],[tangshan_core-tangshan_man1],[tangshan_man1-tangshan_edge1]",tianjin_man1~tangshan_edge1
tianjin_man1,3,tangshan_edge2,51,41,tianjin_man1-tianjin_core1-tangshan_core-tangshan_man2-tangshan_edge2,"[tianjin_man1-tianjin_core1],[tianjin_core1-tangshan_core],[tangshan_core-tangshan_man2],[tangshan_man2-tangshan_edge2]",tianjin_man1~tangshan_edge2
tianjin_man1,3,qhd_edge1,52,66,tianjin_man1-tianjin_core1-tangshan_core-qhd_man1-qhd_edge1,"[tianjin_man1-tianjin_core1],[tianjin_core1-tangshan_core],[tangshan_core-qhd_man1],[qhd_man1-qhd_edge1]",tianjin_man1~qhd_edge1
tianjin_man1,3,qhd_edge2,53,71.7,tianjin_man1-tianjin_core1-tangshan_core-qhd_man2-qhd_edge2,"[tianjin_man1-tianjin_core1],[tianjin_core1-tangshan_core],[tangshan_core-qhd_man2],[qhd_man2-qhd_edge2]",tianjin_man1~qhd_edge2
tianjin_man1,3,handan_edge1,54,125.9,tianjin_man1-tianjin_core1-shijiangzhuang_core-handan_man1-handan_edge1,"[tianjin_man1-tianjin_core1],[tianjin_core1-shijiangzhuang_core],[shijiangzhuang_core-handan_man1],[handan_man1-handan_edge1]",tianjin_man1~handan_edge1
tianjin_man1,3,handan_edge2,55,125.9,tianjin_man1-tianjin_core1-shijiangzhuang_core-handan_man2-handan_edge2,"[tianjin_man1-tianjin_core1],[tianjin_core1-shijiangzhuang_core],[shijiangzhuang_core-handan_man2],[handan_man2-handan_edge2]",tianjin_man1~handan_edge2
tianjin_man1,3,xingtai_edge1,56,115,tianjin_man1-tianjin_core1-shijiangzhuang_core-xingtai_man1-xingtai_edge1,"[tianjin_man1-tianjin_core1],[tianjin_core1-shijiangzhuang_core],[shijiangzhuang_core-xingtai_man1],[xingtai_man1-xingtai_edge1]",tianjin_man1~xingtai_edge1
tianjin_man1,3,xingtai_edge2,57,115,tianjin_man1-tianjin_core1-shijiangzhuang_core-xingtai_man2-xingtai_edge2,"[tianjin_man1-tianjin_core1],[tianjin_core1-shijiangzhuang_core],[shijiangzhuang_core-xingtai_man2],[xingtai_man2-xingtai_edge2]",tianjin_man1~xingtai_edge2
tianjin_man1,3,baoding_edge1,58,100.9,tianjin_man1-tianjin_core1-tangshan_core-baoding_man2-baoding_edge1,"[tianjin_man1-tianjin_core1],[tianjin_core1-tangshan_core],[tangshan_core-baoding_man2],[baoding_man2-baoding_edge1]",tianjin_man1~baoding_edge1
tianjin_man1,3,baoding_edge2,59,90.9,tianjin_man1-tianjin_core1-tangshan_core-baoding_man2-baoding_edge2,"[tianjin_man1-tianjin_core1],[tianjin_core1-tangshan_core],[tangshan_core-baoding_man2],[baoding_man2-baoding_edge2]",tianjin_man1~baoding_edge2
tianjin_man1,3,zhangjiako_edge1,60,83,tianjin_man1-tianjin_core1-beijing_core1-zhangjiako_man1-zhangjiako_edge1,"[tianjin_man1-tianjin_core1],[tianjin_core1-beijing_core1],[beijing_core1-zhangjiako_man1],[zhangjiako_man1-zhangjiako_edge1]",tianjin_man1~zhangjiako_edge1
tianjin_man1,3,zhangjiako_edge2,61,83,tianjin_man1-tianjin_core1-beijing_core1-zhangjiako_man2-zhangjiako_edge2,"[tianjin_man1-tianjin_core1],[tianjin_core1-beijing_core1],[beijing_core1-zhangjiako_man2],[zhangjiako_man2-zhangjiako_edge2]",tianjin_man1~zhangjiako_edge2
tianjin_man1,3,chengde_edge1,62,78.2,tianjin_man1-tianjin_core1-tangshan_core-chengde_man1-chengde_edge1,"[tianjin_man1-tianjin_core1],[tianjin_core1-tangshan_core],[tangshan_core-chengde_man1],[chengde_man1-chengde_edge1]",tianjin_man1~chengde_edge1
